Company_Brand,Sector,Stage,Amount,HeadQuarter,What_it_does,year_founded,Investor
Phononic Vibes,Deeptech,,2300000.0,Milano,"Phononic Vibes introduces a new patented technology for vibration and noise control and isolation, with a circular economy approach.",2020,Amara Raja Batteries
MikeLegal,LegalTech,Seed,,Gurgaon,MikeLegal is an AI powered legal associate that aims to build an ecosystem of legal tools,2020,"SOSV, Artesian"
Clair,FinTech,Seed,4500000.0,New York,Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.,2020,"Upfront Ventures, Walkabout Ventures"
Gourmet Garden,Consumer Goods,,,Palmwoods,Gourmet Garden is a global market leader in chilled convenient packaged herbs.,2020,Advent Partners
Miko,AI startup,Pre-series B,3000000.0,Mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",2020,"Stride Ventures, YourNest Venture Capital"
Razorpay,FinTech,Series D,100000000.0,Bangalore,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",2020,"Tiger Global Management, Sequoia Capital India"
Ninjacart,Food & Beverage,,30000000.0,Bangalore,"Ninjacart is a business-to-business fresh produce supply chain that connects farmers, manufactures, and brands to retailers directly.",2020,"Syngenta Ventures, Walmart"
Wow! Momo,Food & Beverage,Series B,5000000.0,Kolkata,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,2020,"Tiger Global Management, William Bissell"
Pepper Content,Content marketplace,Series A,4200000.0,Mumbai,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,2020,"Alok Mittal, Manan Maheshwari"
LIVSPACE,Interior Design,Series B,4000000.0,Bangalore,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.",2020,"Mercer Investments, Bessemer Venture Partners"
Acculi Labs,Health,Seed,600000.0,Bangalore,Acculi Labs is a clinical grade smartphone based diagnostic tool,2020,Startup Basket.
Your MD,Health,,25000000.0,London,Your.MD is a platform committed to helping a billion people find their health by unlocking self-care with digital technology.,2020,"Orkla Ventures, Smedvig Capital"
Antaios,Tech,,11000000.0,France,Developer of memory-based technology intended to solve issues of advanced computing.,2020,Undisclosed
Unnati,Agriculture,Pre-series A,1700000.0,Noida,A helping hand to the farming community through Artificial Intelligence,2020,NABVENTURES
Disprz,EdTech,Pre-series B,1600000.0,Chennai,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",2020,"Xseed Partners, InnoVen Capital"
Uni,FinTech,Seed,18500000.0,Mumbai,The team aims to bridge the gap for credit cards and make them more accessible for people across different regions.,2020,"Lightspeed India Partners, Accel India"
Credit Wise Capital,FinTech,Seed,6000000.0,Mumbai,CreditWise Capital is a consumer finance company.,2020,Venture Catalysts
Chargebee,SaaS,Series F,55000000.0,San Francisco Bay Area,Chargebee is a PCI Level 1 certified subscription and recurring billing system for SaaS and subscription based eCommerce businesses,2020,"Accel, Steadview Capital"
Reliance Retail Ventures Ltd,Retail,,70000000000.0,Mumbai,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",2020,"Silver Lake, Mubadala Investment Company"
Winuall,EdTech,,2000000.0,Bangalore,"Winuall specializes in the fields of E-learning, online quizzes, and tests, study material for competitive exams.",2020,"Amit Lakhotia, Akash Gehani"
Genrobotics,AI startup,,300000.0,Trivandrum,GenRobotic specializes in powered robotic exoskeletons with RC controlled humanoid robotic systems and Artificial Intelligence.,2020,Unicorn India Ventures
Livve,Rental space,Seed,1500000.0,Cochin,An online platform where both owners and tenants find help in making sure their rental transaction are safe and secure.,2020,Angel investors
Ergos,Agriculture,Series A,5000000.0,Samastipur,Ergos is building an integrated supply chain by setting up micro warehouses.,2020,"Aavishkaar Venture Capital, Chiratae Ventures"
Krishitantra,Soil-Tech,Seed,1000000.0,Hyderabad,Krishi-Tantra is an Agri-IoT startup building farm automation for controlled agricultural environment.,2020,"NABVENTURES, Omnivore"
PakkaProfile,Recruitment startup,Seed,,Bangalore,"PakkaProfile bridges the gap between companies and the workforce by making better, unbiased decisions with the help of psychometric games",2020,Java Capital
Monet Networks,AI startup,,500000.0,Irvine,Monet Networks Using sentiment and non verbal cues analysis for increased engagement and real time content feedback.,2020,"SenseAI Ventures, EvoNexus"
Unocoin,FinTech,Series A,,Tumkur,"Unocoin is an Indian bitcoin processor that enables users to buy, sell, store, use, and accept bitcoins.",2020,"Digital Finance Group, FundersClub"
Pesto,EdTech,,,New Delhi,Pesto is a career accelerator for software engineers with the mission to take opportunities to places where talent exists.,2020,"Sriharsha Majety, Rahul Jaimini"
NirogStreet,Ayurveda tech,Pre-series A,2000000.0,Gurgaon,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2020,"Wavemaker Partners, Subho Ray"
Bambrew,Packaging solution startup,Pre-seed,,Bangalore,Bambrew is an online shop for reusable bamboo straws.,2020,Upsparks
Omnify,SaaS,Pre-series A,,San Francisco Bay Area,Omnify is a Global SaaS platform for Small Services Business,2020,"Saurabh Arora, LD Sharma"
Fanball XI,Gaming,Seed,1000000.0,New Delhi,The gaming company mostly focused on fantasy football games,2020,Foxhog Ventures
Treebo Hotels,Hospitality,,6000000.0,Bangalore,"Treebo is India's tech-enabled, asset-light affordable accommodation brand.",2020,"Ramesh Mangaleswaran, Saikiran Krishnamurthy"
GPS Renewables,CleanTech,Series A,3000000.0,Bangalore,To solve the urban waste problem by utilising local technologies and business models.,2020,"Triodos, Caspian"
Public,Social Media,,30000000.0,New Delhi,Video-led social app Public provides users with a platform to share and view important hyperlocal videos,2020,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners"
Legal Salah,LegalTech,Seed,1000000.0,Kolkata,Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.,2020,I2I Capitals
FanPlay,Gaming,Seed,,New Delhi,FanPlay Technologies operates as a real-money gaming startup.,2020,"Core91 Fund, Anupam Mittal"
ECOSTP,Sanitation solutions,,19000000.0,Bangalore,Eco friendly zero power zero maintenance sewage treatment plant in India.,2020,Terwilliger Centre
Coralogix,SaaS,Series B,25000000.0,San Francisco,Coralogix is a log analytics SaaS platform that improves the delivery and maintenance process for software providers.,2020,"2B Angels, Janvest Capital Partners"
Equiwatt,Tech,,300000.0,Newcastle Upon Tyne,Equiwatt is a digital platform enabling households to get paid for saving energy at peak times.,2020,Rising Stars
Reliance Retail Ventures,E-commerce,,800000000.0,Mumbai,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",2020,"General Atlantic, Kohlberg Kravis Roberts"
Zhangmen,EdTech,,400000000.0,Shanghai,Zhangmen is an online tutoring platform provides tutoring courses to students.,2020,"CICC Alpha, VMS Asset Management"
AgroWave,Agriculture,,500000.0,Gurgaon,Agrowave engages in transforming agriculture supply chain by connecting farms to businesses.,2020,Sekhar Puli
Sapio Analytics,Tech,,150000.0,Mumbai,Sapio Analytics provides AI-powered policymaking solutions for government institutions.,2020,Undisclosed
Taimei,HealthCare,,176000000.0,Jiaxing,Taimei Technology provides a cloud platform for clinical research collaboration.,2020,"Cowin Venture, ZSVC"
Avanse Financial Services,FinTech,,15000000.0,Mumbai,"Avanse, regulated by the Reserve Bank of India, is an education finance company that operates as a non-banking finance company (NBFC).",2020,International Finance Corporation
Industry Buying,E-commerce,,15000000.0,New Delhi,India's largest industrial ecommerce platform,2020,"BlackSoil, BEENEXT"
Hopscotch,E-commerce,,25000000.0,Mumbai,"Hopscotch provides an insider access to international brands for babies, kids, and moms.",2020,"Marc Lore, Rise Capital"
Pristyn Care,HealthCare,,11000000.0,Gurgaon,Pristyn Care is Health Care Startup that is disrupting Day Care Procedures.,2020,"Sequoia Capital India, Hummingbird Ventures"
WoodenStreet,Home Design,,1000000.0,Rajasthan,Wooden Street is a online furniture platform that provides custom made & ready to order furniture.,2020,"IAN Fund, Rajasthan Venture Capital Fund"
ACKO,InsureTech,,60000000.0,Mumbai,Acko General Insurance is a private sector general insurance company in India.,2020,"RPS Ventures, Intact Ventures"
Farmers Fresh Zone,Agriculture,,470000.0,Kochi,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,2020,"Artha India Ventures, Nagaraja Prakasam"
Invento,AI Startup,,,Bangalore,Invento Robotics specializes in developing service robots intended for customer interactions.,2020,"Chiripal Group, Ratish Kumar Nair"
Infurnia,Tech Startup,,240000.0,Bangalore,Infurnia Technologies is an eponymous cloud-based architecture design software platform.,2020,"Pallav Nadhani, Idein Ventures"
AnalytIQSports's SuperCric,Entertainment,,,Bangalore,SuperCric is India's first strategy Cricket Manager simulation game,2020,"Sequoia Capital India, Times Internet"
Snowflake,Tech,,3000000000.0,California,Snowflake is a cloud data platform that provides a data warehouse-as-a-service designed for the cloud.,2020,"Salesforce Ventures, Dragoneer Investment Group"
GenieTalk,Tech,,750000.0,Indore,GenieTalk as a virtual assistant uses AI to bring conversation commerce with a personalised experience on the app.,2020,Undisclosed
Classplus,EdTech,,10000000.0,Noida,Classplus offers a mobile-first SaaS platform for 3000+ tutors to offer their curriculum and operations completely online.,2020,"Spiral Ventures, Surge"
Mobile Premier League,Entertainment,,74000000.0,Bangalore,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games,2020,"Sequoia Capital India, Times Internet"
Fourth Partner Energy,Energy,,16000000.0,Hyderabad,Fourth Partner Energy provides turnkey rooftop solar energy solutions for customers in India.,2020,"responsAbility, Grameen Impact India (GIII)"
Flipkart,E-commerce,,62000000.0,Bangalore,Flipkart is an e-commerce marketplace that offers over 30 million products cross 70+ categories.,2020,"Tencent Holdings, Walmart"
Vivriti Capital,FinTech,,1000000.0,Chennai,Vivriti Capital is a marketplace for small enterprises and individuals that lack efficient access to financial services.,2020,"Aspada, Creation Investments Capital Management, LLC"
InsuranceDekho,FinTech,,20000000.0,Ludhiana,The funding for branding and marketing activities as well as strengthening the product and technology teams,2020,GirnarSoft
BestDoc,HealthCare,,2100000.0,Kochi,An Intelligent Patient Relationship Management (PRM) system for hospitals and other healthcare providers in India.,2020,Venture Catalysts
Byju’s,EdTech,,500000000.0,Bangalore,An Indian educational technology and online tutoring firm,2020,"Owl Ventures, Tiger Global Management"
Melorra,Jewellery startup,,12500000.0,Bangalore,Melorra is an operator of an online jewelry store that is used to offer contemporary jewelry.,2020,"Jamshed Jeejeebhoy, Symphony International Holdings"
Reliance,Multinational conglomerate company,,2200000000.0,Mumbai,"Reliance owns businesses across India engaged in energy, petrochemicals, textiles, natural resources",2020,"Facebook, Google, KKR, Silver Lake"
Inflexor Ventures,FinTech,,10000000.0,Mumbai,Experienced Venture Capital-General Partner focused on Technology investments.,2020,"Accel India, Breadlake Ventures"
Pandorum,Deeptech startup,,5060000.0,Bangalore,A Bangalore based biotechnology company with focus on tissue engineering and regenerative medicine.,2020,"021 Capital, Karnataka Information Technology Venture Capital Fund"
SpeakIn,Social Media,,,Noida,"AI-enabled network of speakers and thought leaders, aka. experts",2020,Homage Ventures.
LetsUp,Publication,,,Mumbai,"Provides News, Jobs, Information & Entertainment on WhatsApp, Absolutely free",2020,"Kakao Ventures, Shinhan Capital"
Newsreach,Publication,,,Gujarat,NewsReach India offers partner publications a digital footprint,2020,Mumbai Angels
Dream11,Entertainment,,225000000.0,Mumbai,Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket,2020,"Steadview Capital, Tencent Holdings"
SignalX,SaaS,,750000.0,Hyderabad,"An AI-powered SaaS platform for corporate risk and due diligence for a comprehensive financial, legal, regulatory, and reputational risk analysis",2020,Accel
JetSynthesys,Tech,,40000000.0,Mumbai,Gaming and entertainment startup,2020,"Adar C. Poonawalla, Kris Gopalakrishnan"
Vesta Space Technology,Tech Startup,,10000000.0,Pune,VestaSpace Technology specialises in making small satellite platforms for commercial and scientific applications.,2020,"3Lines, Jabbar Internet Group"
Dozee,HealthTech,,1600000.0,Bangalore,Dozee offers health and wellness monitoring products.,2020,9Unicorns Accelerator Fund
Rebel Foods,Food,,50000000.0,Pune,"Known for its larger brands – Faasos, Behrouz Biryani, Oven story and Mandarin",2020,Coatue Management
